Genobysite,Genobysiteramp,Site,Species,Treatment,RampType,PAM,Replicate,Geno
5_Pavona_clavus_Espanola,5_Pavona_clavus_Espanola_Cold,Espanola,Pavona_clavus,12,Cold,0.453,B,5
5_Pavona_clavus_Espanola,5_Pavona_clavus_Espanola_Cold,Espanola,Pavona_clavus,12,Cold,0.453,B,5
1_Pavona_clavus_Espanola,1_Pavona_clavus_Espanola_Cold,Espanola,Pavona_clavus,12,Cold,0.451,B,1
1_Pavona_clavus_Espanola,1_Pavona_clavus_Espanola_Cold,Espanola,Pavona_clavus,12,Cold,0.451,B,1
2_Pavona_clavus_Espanola,2_Pavona_clavus_Espanola_Cold,Espanola,Pavona_clavus,12,Cold,0.37,B,2
2_Pavona_clavus_Espanola,2_Pavona_clavus_Espanola_Cold,Espanola,Pavona_clavus,12,Cold,0.37,B,2
2_Pavona_clavus_Espanola,2_Pavona_clavus_Espanola_Cold,Espanola,Pavona_clavus,12,Cold,0.37,B,2
4_Pocillopora_sp_Espanola,4_Pocillopora_sp_Espanola_Cold,Espanola,Pocillopora_sp,12,Cold,0.555,B,4
4_Pocillopora_sp_Espanola,4_Pocillopora_sp_Espanola_Cold,Espanola,Pocillopora_sp,12,Cold,0.555,B,4
5_Pocillopora_sp_Espanola,5_Pocillopora_sp_Espanola_Cold,Espanola,Pocillopora_sp,12,Cold,0.476,B,5
5_Pocillopora_sp_Espanola,5_Pocillopora_sp_Espanola_Cold,Espanola,Pocillopora_sp,12,Cold,0.476,B,5
8_Pocillopora_sp_Espanola,8_Pocillopora_sp_Espanola_Cold,Espanola,Pocillopora_sp,12,Cold,0.52,B,8
8_Pocillopora_sp_Espanola,8_Pocillopora_sp_Espanola_Cold,Espanola,Pocillopora_sp,12,Cold,0.52,B,8
1_Pocillopora_sp_Espanola,1_Pocillopora_sp_Espanola_Cold,Espanola,Pocillopora_sp,12,Cold,0.49,B,1
1_Pocillopora_sp_Espanola,1_Pocillopora_sp_Espanola_Cold,Espanola,Pocillopora_sp,12,Cold,0.49,B,1
2_Pocillopora_sp_Espanola,2_Pocillopora_sp_Espanola_Cold,Espanola,Pocillopora_sp,12,Cold,0.413,B,2
7_Pocillopora_sp_Espanola,7_Pocillopora_sp_Espanola_Cold,Espanola,Pocillopora_sp,12,Cold,0.539,B,7
7_Pocillopora_sp_Espanola,7_Pocillopora_sp_Espanola_Cold,Espanola,Pocillopora_sp,12,Cold,0.539,B,7
4_Pocillopora_sp_Darwin,4_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.5,A,4
4_Pocillopora_sp_Darwin,4_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.5,A,4
8_Pavona_clavus_Darwin,8_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.613,A,8
8_Pavona_clavus_Darwin,8_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.613,A,8
2_Pocillopora_sp_Darwin,2_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.577,A,2
2_Pocillopora_sp_Darwin,2_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.577,A,2
5_Pocillopora_sp_Darwin,5_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.595,A,5
5_Pocillopora_sp_Darwin,5_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.595,A,5
3_Pavona_clavus_Darwin,3_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.547,A,3
3_Pavona_clavus_Darwin,3_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.547,A,3
6_Pavona_clavus_Darwin,6_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.552,A,6
6_Pavona_clavus_Darwin,6_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.552,A,6
4_Pavona_clavus_Darwin,4_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.557,A,4
4_Pavona_clavus_Darwin,4_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.557,A,4
5_Pavona_clavus_Darwin,5_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.589,A,5
5_Pavona_clavus_Darwin,5_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.589,A,5
1_Pavona_clavus_Darwin,1_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.571,A,1
1_Pavona_clavus_Darwin,1_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.571,A,1
1_Pocillopora_sp_Darwin,1_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.56,A,1
1_Pocillopora_sp_Darwin,1_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.56,A,1
3_Pocillopora_sp_Darwin,3_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.565,A,3
3_Pocillopora_sp_Darwin,3_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.565,A,3
3_Pocillopora_sp_Darwin,3_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.565,A,3
6_Pocillopora_sp_Darwin,6_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.578,A,6
6_Pocillopora_sp_Darwin,6_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.578,A,6
8_Pocillopora_sp_Darwin,8_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.611,A,8
8_Pocillopora_sp_Darwin,8_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.611,A,8
7_Pavona_clavus_Darwin,7_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.553,A,7
7_Pavona_clavus_Darwin,7_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.553,A,7
2_Pavona_clavus_Darwin,2_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.54,A,2
2_Pavona_clavus_Darwin,2_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.54,A,2
3_Pocillopora_sp_Darwin,3_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.611,A,3
3_Pocillopora_sp_Darwin,3_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.611,A,3
3_Pocillopora_sp_Darwin,3_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.611,A,3
3_Pavona_clavus_Darwin,3_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.545,A,3
3_Pavona_clavus_Darwin,3_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.545,A,3
8_Pocillopora_sp_Darwin,8_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.608,A,8
8_Pocillopora_sp_Darwin,8_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.608,A,8
6_Pocillopora_sp_Darwin,6_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.57,A,6
6_Pocillopora_sp_Darwin,6_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.57,A,6
3_Pocillopora_sp_Darwin,3_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.564,A,3
3_Pocillopora_sp_Darwin,3_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.564,A,3
3_Pocillopora_sp_Darwin,3_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.564,A,3
8_Pavona_clavus_Darwin,8_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.529,A,8
8_Pavona_clavus_Darwin,8_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.529,A,8
5_Pavona_clavus_Darwin,5_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.525,A,5
5_Pavona_clavus_Darwin,5_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.525,A,5
7_Pocillopora_sp_Darwin,7_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.603,A,7
1_Pavona_clavus_Darwin,1_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.533,A,1
1_Pavona_clavus_Darwin,1_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.533,A,1
4_Pocillopora_sp_Darwin,4_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.572,A,4
4_Pocillopora_sp_Darwin,4_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.572,A,4
6_Pavona_clavus_Darwin,6_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.54,A,6
6_Pavona_clavus_Darwin,6_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.54,A,6
7_Pavona_clavus_Darwin,7_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.529,A,7
7_Pavona_clavus_Darwin,7_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.529,A,7
2_Pavona_clavus_Darwin,2_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.554,A,2
2_Pavona_clavus_Darwin,2_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.554,A,2
4_Pavona_clavus_Darwin,4_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.534,A,4
4_Pavona_clavus_Darwin,4_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.534,A,4
2_Pocillopora_sp_Darwin,2_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.529,A,2
2_Pocillopora_sp_Darwin,2_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.529,A,2
5_Pocillopora_sp_Darwin,5_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.605,A,5
5_Pocillopora_sp_Darwin,5_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.605,A,5
1_Pocillopora_sp_Darwin,1_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.569,A,1
1_Pocillopora_sp_Darwin,1_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.569,A,1
5_Pocillopora_sp_Darwin,5_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,16,Cold,0.561,A,5
5_Pocillopora_sp_Darwin,5_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,16,Cold,0.561,A,5
2_Pocillopora_sp_Darwin,2_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,16,Cold,0.545,A,2
2_Pocillopora_sp_Darwin,2_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,16,Cold,0.545,A,2
1_Pavona_clavus_Darwin,1_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,16,Cold,0.546,A,1
1_Pavona_clavus_Darwin,1_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,16,Cold,0.546,A,1
3_Pocillopora_sp_Darwin,3_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,16,Cold,0.52,A,3
3_Pocillopora_sp_Darwin,3_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,16,Cold,0.52,A,3
3_Pocillopora_sp_Darwin,3_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,16,Cold,0.52,A,3
1_Pocillopora_sp_Darwin,1_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,16,Cold,0.54,A,1
1_Pocillopora_sp_Darwin,1_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,16,Cold,0.54,A,1
2_Pavona_clavus_Darwin,2_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,16,Cold,0.535,A,2
2_Pavona_clavus_Darwin,2_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,16,Cold,0.535,A,2
3_Pavona_clavus_Darwin,3_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,16,Cold,0.547,A,3
3_Pavona_clavus_Darwin,3_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,16,Cold,0.547,A,3
4_Pocillopora_sp_Darwin,4_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,16,Cold,0.514,A,4
4_Pocillopora_sp_Darwin,4_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,16,Cold,0.514,A,4
6_Pavona_clavus_Darwin,6_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,16,Cold,0.531,A,6
6_Pavona_clavus_Darwin,6_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,16,Cold,0.531,A,6
4_Pavona_clavus_Darwin,4_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,16,Cold,0.534,A,4
4_Pavona_clavus_Darwin,4_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,16,Cold,0.534,A,4
7_Pocillopora_sp_Darwin,7_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,16,Cold,0.449,A,7
8_Pavona_clavus_Darwin,8_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,16,Cold,0.528,A,8
8_Pavona_clavus_Darwin,8_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,16,Cold,0.528,A,8
6_Pocillopora_sp_Darwin,6_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,16,Cold,0.516,A,6
6_Pocillopora_sp_Darwin,6_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,16,Cold,0.516,A,6
8_Pocillopora_sp_Darwin,8_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,16,Cold,0.578,A,8
8_Pocillopora_sp_Darwin,8_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,16,Cold,0.578,A,8
7_Pavona_clavus_Darwin,7_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,16,Cold,0.455,A,7
7_Pavona_clavus_Darwin,7_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,16,Cold,0.455,A,7
5_Pavona_clavus_Darwin,5_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,16,Cold,0.487,A,5
5_Pavona_clavus_Darwin,5_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,16,Cold,0.487,A,5
5_Pavona_clavus_Darwin,5_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,12,Cold,0.343,A,5
5_Pavona_clavus_Darwin,5_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,12,Cold,0.343,A,5
3_Pavona_clavus_Darwin,3_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,12,Cold,0.539,A,3
3_Pavona_clavus_Darwin,3_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,12,Cold,0.539,A,3
1_Pavona_clavus_Darwin,1_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,12,Cold,0.502,A,1
1_Pavona_clavus_Darwin,1_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,12,Cold,0.502,A,1
2_Pavona_clavus_Darwin,2_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,12,Cold,0.53,A,2
2_Pavona_clavus_Darwin,2_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,12,Cold,0.53,A,2
6_Pocillopora_sp_Darwin,6_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,12,Cold,0.571,A,6
6_Pocillopora_sp_Darwin,6_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,12,Cold,0.571,A,6
4_Pavona_clavus_Darwin,4_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,12,Cold,0.515,A,4
4_Pavona_clavus_Darwin,4_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,12,Cold,0.515,A,4
6_Pavona_clavus_Darwin,6_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,12,Cold,0.468,A,6
6_Pavona_clavus_Darwin,6_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,12,Cold,0.468,A,6
8_Pavona_clavus_Darwin,8_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,12,Cold,0.504,A,8
8_Pavona_clavus_Darwin,8_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,12,Cold,0.504,A,8
4_Pocillopora_sp_Darwin,4_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,12,Cold,0.521,A,4
4_Pocillopora_sp_Darwin,4_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,12,Cold,0.521,A,4
3_Pocillopora_sp_Darwin,3_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,12,Cold,0.527,A,3
3_Pocillopora_sp_Darwin,3_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,12,Cold,0.527,A,3
3_Pocillopora_sp_Darwin,3_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,12,Cold,0.527,A,3
8_Pocillopora_sp_Darwin,8_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,12,Cold,0.568,A,8
8_Pocillopora_sp_Darwin,8_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,12,Cold,0.568,A,8
7_Pavona_clavus_Darwin,7_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,12,Cold,0.558,A,7
7_Pavona_clavus_Darwin,7_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,12,Cold,0.558,A,7
2_Pocillopora_sp_Darwin,2_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,12,Cold,0.41,A,2
2_Pocillopora_sp_Darwin,2_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,12,Cold,0.41,A,2
5_Pocillopora_sp_Darwin,5_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,12,Cold,0.568,A,5
5_Pocillopora_sp_Darwin,5_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,12,Cold,0.568,A,5
1_Pocillopora_sp_Darwin,1_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,12,Cold,0.516,A,1
1_Pocillopora_sp_Darwin,1_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,12,Cold,0.516,A,1
7_Pocillopora_sp_Darwin,7_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,12,Cold,0.572,A,7
2_Pocillopora_sp_Darwin,2_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.532,B,2
2_Pocillopora_sp_Darwin,2_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.532,B,2
4_Pocillopora_sp_Darwin,4_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.584,B,4
4_Pocillopora_sp_Darwin,4_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.584,B,4
6_Pavona_clavus_Darwin,6_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.58,B,6
6_Pavona_clavus_Darwin,6_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.58,B,6
5_Pocillopora_sp_Darwin,5_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.512,B,5
5_Pocillopora_sp_Darwin,5_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.512,B,5
1_Pocillopora_sp_Darwin,1_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.62,B,1
1_Pocillopora_sp_Darwin,1_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.62,B,1
3_Pocillopora_sp_Darwin,3_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.58,B,3
3_Pocillopora_sp_Darwin,3_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.58,B,3
3_Pocillopora_sp_Darwin,3_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.58,B,3
8_Pocillopora_sp_Darwin,8_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.598,B,8
8_Pocillopora_sp_Darwin,8_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.598,B,8
8_Pavona_clavus_Darwin,8_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.582,B,8
8_Pavona_clavus_Darwin,8_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.582,B,8
7_Pavona_clavus_Darwin,7_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.569,B,7
7_Pavona_clavus_Darwin,7_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.569,B,7
5_Pavona_clavus_Darwin,5_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.484,B,5
5_Pavona_clavus_Darwin,5_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.484,B,5
7_Pocillopora_sp_Darwin,7_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.621,B,7
2_Pavona_clavus_Darwin,2_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.572,B,2
2_Pavona_clavus_Darwin,2_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.572,B,2
3_Pavona_clavus_Darwin,3_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.539,B,3
3_Pavona_clavus_Darwin,3_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.539,B,3
6_Pocillopora_sp_Darwin,6_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.579,B,6
6_Pocillopora_sp_Darwin,6_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,26,Cold,0.579,B,6
4_Pavona_clavus_Darwin,4_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.55,B,4
4_Pavona_clavus_Darwin,4_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.55,B,4
1_Pavona_clavus_Darwin,1_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.557,B,1
1_Pavona_clavus_Darwin,1_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,26,Cold,0.557,B,1
3_Pavona_clavus_Darwin,3_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.499,B,3
3_Pavona_clavus_Darwin,3_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.499,B,3
1_Pavona_clavus_Darwin,1_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.514,B,1
1_Pavona_clavus_Darwin,1_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.514,B,1
3_Pocillopora_sp_Darwin,3_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.545,B,3
3_Pocillopora_sp_Darwin,3_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.545,B,3
3_Pocillopora_sp_Darwin,3_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.545,B,3
8_Pavona_clavus_Darwin,8_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.507,B,8
8_Pavona_clavus_Darwin,8_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.507,B,8
5_Pavona_clavus_Darwin,5_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.543,B,5
5_Pavona_clavus_Darwin,5_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.543,B,5
5_Pocillopora_sp_Darwin,5_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.541,B,5
5_Pocillopora_sp_Darwin,5_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.541,B,5
2_Pavona_clavus_Darwin,2_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.544,B,2
2_Pavona_clavus_Darwin,2_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.544,B,2
6_Pavona_clavus_Darwin,6_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.557,B,6
6_Pavona_clavus_Darwin,6_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.557,B,6
8_Pocillopora_sp_Darwin,8_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.535,B,8
8_Pocillopora_sp_Darwin,8_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.535,B,8
4_Pocillopora_sp_Darwin,4_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.569,B,4
4_Pocillopora_sp_Darwin,4_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.569,B,4
1_Pocillopora_sp_Darwin,1_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.571,B,1
1_Pocillopora_sp_Darwin,1_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.571,B,1
7_Pocillopora_sp_Darwin,7_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.467,B,7
4_Pavona_clavus_Darwin,4_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.514,B,4
4_Pavona_clavus_Darwin,4_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.514,B,4
6_Pocillopora_sp_Darwin,6_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.539,B,6
6_Pocillopora_sp_Darwin,6_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.539,B,6
7_Pavona_clavus_Darwin,7_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.586,B,7
7_Pavona_clavus_Darwin,7_Pavona_clavus_Darwin_Cold,Darwin,Pavona_clavus,20,Cold,0.586,B,7
2_Pocillopora_sp_Darwin,2_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.624,B,2
2_Pocillopora_sp_Darwin,2_Pocillopora_sp_Darwin_Cold,Darwin,Pocillopora_sp,20,Cold,0.624,B,2
